id,product_id,user_id,comment,star_number,updated_at,created_at
16757337,124742926,1110677,"Hàng mới (Sản xuất 2022) nguyên seal, do hàng giá trị cao nên Tiki để khá nhiều lớp lót bên trong nên hàng nhận được khá to. Màu gold trên Mac khá giống màu rose gold trên dòng IP 6 hơn là màu gold trên IP 13 Pro Max của mình, pin từ lúc xuất xưởng (87%) cho khi về tay mình (6%) hơn 5 tháng, trâu khủng khiếp. Con Mac này trên Tiki rẻ hơn ngoài FPT khoảng 1tr nên, chưa kể mình còn áp được mã 1tr (khai trương ARR trên Tiki) nên giá cuối 21.8tr khá tốt. Trải nghiệm sương sương thì mình rất hài lòng và mê không tả nỗi về em này. Thank Tiki về sản phẩm và chất lượng dịch vụ giao hàng.",5,2022-01-01 00:00:01,2022-01-01 00:00:01
14766918,124742926,5249922,"Tình hình là sau 6 ngày sử dụng, máy hoàn hão về nội thất nhưng chân máy 1 bên bị vênh, chỉ có 3 chân là chạm đáy. Mình đã thử xoay máy đặt lại và để ở các mặt phẳng khác nhau trong ngôi nhà nhưng vẫn lỗi. Vậy là máy có khả năng bị cong, nhắm mắt nhìn cũng rất khó thấy. Hiện Tiki đang xét TH của mình và chưa có câu trả lời. Sẽ cập nhật sau.",1,2022-01-01 00:00:01,2022-01-01 00:00:01
12133904,124742926,1464242,"Mình đặt máy Mac Air M1 16Gb Ram - 256 SSD giá 30.699, đặt hôm 16/8/21, nhưng do dịch Covid19 phức tạp ở TPHCM nên 8/9/21 mới nhận hàng, trễ hơn 20 ngày, nhưng chấp nhận được  Còn về việc giao hàng thì nhân viên lịch sự, hàng được đóng gói cẩn thận. Hàng có giá trị lớn nên phải cung cấp mã OTP tiki nhắn SMS thì mới nhận hàng được, nhân viên có mở hộp carton tại chỗ cho mình kiểm hàng.   Hàng nguyên seal, nói chung mọi thứ đều ổn, đang cài đặt. Chưa thấy gì bất thường hehe  Còn về macbook thì mình dùng nhiều rồi, đánh giá con này kiểu dáng thì như các dòng trước, còn quá trình sử dụng thì nhanh mượt thiệt, đặt biệt có nút mở nguồn tích hợp dấu vân tay mình thấy rất nhạy luôn, chạm phát là mở máy ngay, dùng để đăng nhập các app cũng sướng, y như cảm biến vân tay trên iphone  Có hạn chế là thời điểm hiện tại, mình cần làm việc online nhiều, mà chưa có nhiều ứng dụng chạy native trên M1, đặc biệt là Microsoft Teams, mong là sắp tới có đầy đủ",5,2022-01-01 00:00:01,2022-01-01 00:00:01
11648039,124742926,299031,"Hàng chình hãng, nguyên seal, máy mới và đẹp. Mình khá hài lòng. Thời gian giao hàng chuẩn dự kiến. Tuy nhiên khi nhận hàng từ bên vận chuẩn hộp bị móp rách và nát. Không biết là do Tiki hay do bên vận chuyển. Mình khá là lo lắng khi nhận hàng, nhưng may bên trong vẫn còn nguyên. Với hàng giá trị cao, mong Tiki cẩn thận hơn.",4,2022-01-01 00:00:01,2022-01-01 00:00:01
7608910,124742926,137665,"- Đóng gói chắc chắn, giao hàng nhanh - Sản phẩm nguyên seal, tuy nhiên cái của mình hộp hơi bẩn, bám bụi - Sản phẩm được active tự động sau khi bạn setup, 1 năm bảo hành, 3 tháng free hỗ trợ qua điện thoại - Trải nghiệm khá mượt, nhưng không quá nhanh như kỳ vọng khi đọc giới thiệu và review. Nhưng dùng lâu mà không có cảm giác nóng máy gì cả, hài lòng",5,2022-01-01 00:00:01,2022-01-01 00:00:01
16048200,124742926,18817789,"Vừa mở lên máy đã bị lỗi chưa cài OS, mò cài vẫn lỗi ko cài đc, tiki đang đem về sửa chưa thấy phản hồi lại. Để xem có 1 đổi 1 như cam kết lúc bán ko hay chỉ ghi vậy thôi rồi về sửa xong rồi bắt nhận lại máy cũ. Khuyên chân thành là mua hàng điện tử nên ra store mua, mua online 1 lần tởn tới già",1,2022-01-01 00:00:01,2022-01-01 00:00:01
13307926,124742926,762011,"Giao hàng nhanh, đặt 12/11 đến 18 đã nhận hàng dù giao từ Hà Nội vào. Đóng gói thùng to lót rất nhiều giấy bìa chống sốc. Hàng nhận được nguyên vẹn từ thùng ngoài cho đến hộp máy bên trong không móp méo gì. Nhận hàng giá trị cao phải cung cấp OTP từ Tiki cho shipper. Mở máy ra đẹp mê, dùng mượt chưa thấy có lỗi lầm gì, các cổng kết nối và bluetooth đều sử dụng tốt. Xài cũng nhiều như qua nay chỉ tuột hơn 20% pin. Cảm thấy rất hài lòng",5,2022-01-01 00:00:01,2022-01-01 00:00:01
15186958,124742926,7767949,"Mình đặt màu Grey nhưng luống cuống bấm nhầm màu Gold. Liên hệ đổi nhưng tiki không hỗ trợ. Bạn nào cần mua liên hệ 0334383103 mình pass lại giá hữu nghị. Tình trạng như ảnh chưa hề đụng vào cọng lông nào ạ. Cảm ơn",5,2022-01-01 00:00:01,2022-01-01 00:00:01
12752297,124742926,59737,"Tiki giao hàng nhanh, đóng gói cẩn thận. Mua tặng vợ nhân dịp sinh nhật. Với những gì mà MacBook Air M1 hay các máy M1 mang lại đến thời điểm này thì mình hoàn toàn bất ngờ và thấy nó quá xứng đáng. Đáng nể nhất có thể kể đến hiệu năng làm việc, pin trâu và không nóng. Những vấn đề thường là khó khăn nhất của những chiếc máy tính xách tay nói chung hay MacBook Intel nói riêng đã được Apple giải quyết gọn nhẹ bằng con chip M1 và sự tối ưu hoá về phần mềm macOS.",5,2022-01-01 00:00:01,2022-01-01 00:00:01
13485698,124742926,1027876,"Sản phẩm chính hãng, cài đặt ban đầu xong tự kích hoạt bảo hành. Thời gian giao hàng trễ hơn so với dự kiến, bạn nào ở tỉnh/ TP khác HCM, HN nên cân nhắc vì Tiki chuyển cho bên thứ 3 giao hàng chứ không phải NV của Tiki.",5,2022-01-01 00:00:01,2022-01-01 00:00:01
14979062,124742926,1324918,"Chính hãng Việt Nam mã SA/A, check seri thì máy mới active. Máy mỏng nhẹ phù hợp với nữ văn phòng xài bình thường, ko có nhu cầu cao. Giao hàng nhanh, shipper lịch sự, đóng gói rất chắc chắn. Mong Tiki giữ vững phong độ này nha, mình sẽ tiếp tục ủng hộ👏🏻",5,2022-01-01 00:00:01,2022-01-01 00:00:01
11788559,124742926,5624412,"Máy mới, nguyên seal, mở ra setup, màu hường hơi quê đáng lẽ nên chọn trắng đẹp hơn. Chọn vào phần bảo hành để xem thì web ghi “we’re sorry, but we are unable to find your coverage information at this time. Please try again later.” Thế này là sao nhỉ?",5,2022-01-01 00:00:01,2022-01-01 00:00:01
10381204,124742926,7083523,"Máy đẹp thật sự :))) Vừa mỏng vừa đẹp soang choảnh, quá sexy luôn. Khác hẳn với các máy win khác.  À pin cũng trâu nữa. Mình cũng chỉ mới dùng để xem phim lướt web thông thường nên chưa thấy nóng gì cả. Dự định mua về để lập trình, học thêm trong mùa dịch :))) Apple đúng là biết hút máu user mà ?",5,2022-01-01 00:00:01,2022-01-01 00:00:01
10345437,124742926,1256189,"Máy nhỏ gọn (lớn hơn tờ a4 xíu à), màn hình dẹp hơn hẳn máy win cũ của mình, xài êm. Mình mới chuyển từ win qua hơi chưa quen, nhưng trackpad xài tiện hơn máy win, nhiều tính năng hơn chuột rời nhiều.  Nói chung trải nghiệm mượt mà. Nên mua thêm đầu chuyển từ usb-C ra HDMI (mình dùng thêm màn hình), USB, .... mình dùng Urgreen CM136 80132 thấy ổn, vừa vặn nhu cầu và ổn định.",5,2022-01-01 00:00:01,2022-01-01 00:00:01
12443333,124742926,7098410,"Tiki giao hàng nhanh, sản phẩm nguyên seal, chưa active, hàng phân phối chính hãng ở VN, chất lượng build và hoàn thiện quá tốt, đúng chất apple, màn hình đẹp, xử lý nhanh, nên mua nhé mọi người",5,2022-01-01 00:00:01,2022-01-01 00:00:01
14132209,124742926,822000,"Ban đầu khá hoang mang khi mua một cái đồ đắt tiền như này trên tiki, nma khá hài lòng. Máy mới, nguyên seal, mã SA, có hoá đơn gtgt gửi về trong mấy hôm sau, tự active khi bật máy lên. :)) gặp phải lỗi gõ chữ nma cài openkey đã fix xong",5,2022-01-01 00:00:01,2022-01-01 00:00:01
14303229,124742926,179866,"giao hàng nhanh. đóng gói cẩn thận. mây đúng mã, k móp gì bạn nào mua mac air thì để ý trackpad bấm sẽ bị phản hồi mạnh, k êm, mình thấy phiền về cái nay còn lại tổng thể oke. k có quạt nhưng máy mát, chạy bth k thấy si nhê gì. máy mỏng nhẹ dễ mang theo đi làm. nhưng chú ý k nên để máy va chạm ở mặt trc vì sẽ ảnh hưởng đến màn hinh màn hình khá đắt. nên mua thêm dock chuyển đổi vì chỉ có 2 lỗ cắm typec. sạc k nhanh. khá chậm",5,2022-01-01 00:00:01,2022-01-01 00:00:01
12634664,124742926,12263626,"mua tiki nhieu lan bao gom ipad nhung lan nay khong hai long dich vu lam, dat hang ngay mua dich do cong viec can su dung, thoi gian giao hang hai tuan, toi ngay khong thay giao goi lai cskh thi bao chua giao duoc, cs bao cho tiep 7-14 ngay, chinh xac thi khong biet khi nao va app se khong cap nhat lai. khi giao thi dong goi xau, hop trong hoi mop goc chac do van chuyen nguyen lo, may thi van ok. vi hang gia tri cao nen ky vong dich vu tot hon",3,2022-01-01 00:00:01,2022-01-01 00:00:01
12624398,124742926,1137992,"Mình mua 3 món laptop, chuột, bàn phím thanh toàn bằng Visa, thời gian ship cực lâu > 1 tháng được 2 món, 1 món còn lại ko ship gọi 10 lần được 1 lần Tiki nghe máy, báo huỷ đơn nói hoàn tiền 3-5 ngày giờ là 1 tháng rưỡi chưa thấy tiền đâu, trên app ko có chỗ xem là mình nhận tiền hay chưa, gọi thì ko được, tiền thì ko biết bao giờ mới nhận được. Khuyên các bạn ko nên mua Tiki, support quá tệ!",1,2022-01-01 00:00:01,2022-01-01 00:00:01
12607262,124742926,17348989,"Đã nhận được máy sau 1x ngày, mặt dù bỏ trong hộp giấy cacton có chống sốc nhưng phần góc hộp macbook bị móp, mở rất khó.  Về phần hoá đơn đỏ, nhân viên giao hàng bảo liên hệ tiki lấy nhưng gọi điện tiki thì tổng đài báo hotline đang khoá hãy gửi mail, gửi mail thì không thấy phản hồi. Vậy làm sao tôi có thể lấy hoá đơn hơn 30tr ???   ĐỀ NGHỊ TIKI GỬI HOÁ ĐƠN ĐỎ CHO TÔI HOẶC PHẢN HỒI THỜI GIAN CÓ.",2,2022-01-01 00:00:01,2022-01-01 00:00:01
13750897,124742926,25303594,"Rất hài lòng, mặc dù lúc đầu nút Caps lock của e bị liệt liệt :)))) nhưng sau khi sử dụng thì nó đã đỡ hơn dễ nhấn hơn. Sản phẩm tốt, giá ổn mà chất lượng thì an tâm. Tiki giao cũng nhanh chỉ trễ 1 ngày thoi ạ 😂",5,2022-01-01 00:00:01,2022-01-01 00:00:01
16237594,124742926,6284023,"Hàng nguyên hộp của hãng sản xuất, bọc nilon rất cẩn thận. Máy nhẹ, đẹp như mô tả. Có chút bất tiện là máy không cài sẵn office, mua thêm office bản quyền cũng không hề rẻ. Mua laptop các hãng khác ở các cửa hàng, đại lý luôn được cài sẵn office bản quyền, về chỉ việc sử dụng thấy thỏai mái hơn.",5,2022-01-01 00:00:01,2022-01-01 00:00:01
7178664,124742926,1433660,"Đẹp xuất sắc luôn! Mà có điều lúc mình mua chỉ còn màu Gold với Silver trong khi tính mua màu Gray. Thế là mình đặt màu Gold. Xong hôm nay lại có đủ 3 màu là thế nào @@ Mà hôm trước 25.299 hôm nay lại lên 26.499 Khuyên bạn nào có mua thì đừng lên so sánh chứ không lại đau lòng :) Cơ mà màu Gold thật sự rất đẹp, rất bất ngờ, không hối hận",5,2022-01-01 00:00:01,2022-01-01 00:00:01
13618153,124742926,9859450,"Mình mua cái này hôm black friday 2021 sau gần 2 năm chời phân vân là thinkpad hay macbook. Cuối cùng mình mua macbook vì vài lý do, lúc mua là 30490 off 600 nữa + màu space gray + tiki now 2h nên cũng hài lòng Có 1 điểm hông hài lòng chủ quan là so với con y chang (hàng xách tay Mỹ) của chị mình thì con này nó cảm giác ọp ẹp hơn, nó k vó cảm giác smooth khi bật đóng máy, kiểu bản lề hơi cứng nên đóng hơi nặng tay, nhưng phải khen cái là bàn phím thì hành trình phím con này cao hơn con chị mình, màn hình thì lõm và mỏng hơn con máy của chị mình luôn.  Về bảo hành thì mình không rõ nếu hư sẽ giải quyết như nào. Tiki trading nên thêm 1 cái thông tin chi tiết chế độ bảo hành lên trang sản phẩm hoặc đơn hàng để khách đỡ lăn tăn, như mấy đứa k hay mua đồ công nghệ đắt tiền online như mình Nói chung 8-9/10 điểm, do mình xài surface cho công việc nên chưa có thời gian trải nghiệm thường xuyên, nhưng nhìn chung thích nhất chỗ giá + màu hiếm (11/2021) + giao nhanh.",4,2022-01-01 00:00:01,2022-01-01 00:00:01
15441688,124742926,1367928,"Sản phẩm tốt trong tầm giá, phục vụ làm short video như tiktok, IG cực phê. Playback viêw trên premier không có độ trễ. Tiki giao hàng nhanh, uy tín. Đã mua rất nhiều mặt hàng điện tử trên tiki và chưa bao giờ có trục trặc gì",5,2022-01-01 00:00:01,2022-01-01 00:00:01
11284096,124742926,6577575,"Hàng giao nhanh nhưng đóng gói sơ sài không tương xứng với giá trị sp. K đủ đảm bảo cho sp. Hộp bị móp nên không hài lòng lắm. Lần đầu mua sp giá trị cao qua mạng nên mình mong muốn sẽ nhận đc dịch vụ tốt hơn. Chắc lần sau ra cửa hàng cho yên tâm",3,2022-01-01 00:00:01,2022-01-01 00:00:01
14581589,124742926,26474186,"Máy mượt, chính hãng mua dc sale vs áp voucher hời vch. Tuy nhiên lập trình 1 lúc là nóng, những vẫn mượt. Ai mua về lập trình cân nhắc, mình chạy node nó ngốn 80% cpu:((",5,2022-01-01 00:00:01,2022-01-01 00:00:01
14553581,124742926,2218097,"Canh sale thứ 3 nên được mã giảm giá 500k, rẻ hơn mua ngoài shop. Tiki giao hàng siêu nhanh nữa. Mình từ window chuyển sang dùng Mac nên lúc đầu hơi bỡ ngỡ 😆 Nhưng cảm nhận chung là máy chạy mượt, màn hình đẹp.",5,2022-01-01 00:00:01,2022-01-01 00:00:01
16127787,124742926,16282561,"Sản phẩm được đóng gói kĩ càng, giao hàng nhanh chóng, đúng chủng loại, đủ bảo hành.  MacBook Air M1 đáp ứng đủ nhu cầu thông thường, chạy được Windows 10/11 qua Parallel cho các trường hợp cần thiết.",5,2022-01-01 00:00:01,2022-01-01 00:00:01
8822122,124742926,542773,"Tiki giao hàng nhanh, nhân viên niềm nở, thái độ thân thiện. Email CS hỗ trợ nhanh chóng.  Đóng gói đẹp mắt, không móp méo hư hỏng. Tuy nhiên, mình nghĩ nếu gói bằng bubble wrap sẽ chuyên nghiệp hơn là nhét bìa cứng vô. Chỉ đề xuất nhỏ.  Hàng nguyên seal và không bị tác động vật lý.",4,2022-01-01 00:00:01,2022-01-01 00:00:01
16407533,74556865,6574801,"Sản phẩm rất đẹp, giao hàng tikinow siêu nhanh, màn hình chất lượng tốt, góc nhìn rộng, loa to không rè, chất lượng hoàn thiện khá, sạc type C rất tiện dụng, cảm biến vân tay nhạy. Điểm trừ duy nhất là bàn phím hơi nông nên ấn hơi chán, không có đèn bàn phím. Quà tặng ib riêng shop để shop gửi, cũng rất chất lượng",5,2022-01-01 00:00:01,2022-01-01 00:00:01
13651407,74556865,1123911,"Mình đặt hàng 12/9 (đặt dùm dì ở Tây Ninh), 4/11 nhận được hàng, sp đúng theo đơn, như thông tin shop đăng, sp được đóng gói cẩn thận, ko bị móp méo, hư hỏng gì. Mình đặt hàng lúc dịch còn căng thẳng, lưu thông còn hạn chế, khó khăn, nên giao hàng bị trễ hơn dự kiến ban đầu và các thông báo giao trễ của Tiki đến mấy lần, mình liên hệ với shop và Tiki đều được hỗ trợ và phản hồi nhanh chóng. Mình ko trực tiếp sử dụng nên đánh giá sẽ ko được khách quan lắm nhưng mình vẫn đánh giá chân thật, chân thành nhất dựa vào những gì mình biết. Mình có dạy online cho 2 đứa em con của dì qua video call, mình thấy kết nối wifi của máy ổn, lâu lâu bị lag có thể do mạng hoặc Zalo, vì mình cũng bị vậy; loa ngoài nghe tốt, rõ, ko rè, ko bị lặp lại tiếng (mình ko biết tình trạng này gọi chính xác như thế nào, khi 2 đứa em gọi bằng điện thoại thì mình nghe tiếng của mình bị lặp lại, khó chịu và khó nói chuyện). Về mẫu mã, thiết kế thì mình thấy đẹp, ko dày, gọn, đơn giản và tối giản, trước khi đặt hàng mình có gửi hình máy này và 1 vài máy của hãng khác cho dì và 2 đứa em xem, tụi nó nói máy này đẹp; mình ko theo dõi tình hình sp của các hãng khác nên với mình, máy này là máy đầu tiên mình biết, thấy có camera đặt dưới bàn phím, ngoài vấn đề như 1 số KH review là góc của camera bị tù... thì mình thấy thiết kế như vậy lạ, khác biệt với các sp khác và còn có lợi ích như thông tin shop cung cấp. Về việc bộ xử lý Core i3 ko mạnh lắm hoặc như thằng em lớn nói là chạy chậm lắm thì mình thấy ko có vấn đề gì, vì laptop mình đang dùng cũng là Core i3 nhưng sau khi nâng cấp RAM thì tốc độ đã nhanh hơn ban đầu, sử dụng tốt bình thường; mục đích sử dụng chủ yếu là để 2 thằng em học online, mình cũng có nói với dì khi đặt hàng, nên mình thấy cấu hình máy như vậy và qua quá trình mình dạy online cũng như việc học online (ở trường) của 2 đứa em thì mình thấy máy ổn, sử dụng tốt cho việc học thông thường (ko chuyên về IT, thiết kế, đồ họa...), cho văn phòng và các tác vụ khác ko chơi game nặng. Về ảnh chụp sp thì sp thật như hình shop đăng và giống hình chụp của các KH khác, chỉ là ảnh mình đăng do 2 thằng em chụp quá chán dù mình đã dặn và hướng dẫn tụi nó chụp cho rõ và nhìn được được. Cảm ơn shop đã chuẩn bị hàng, đóng gói cẩn thận, có khuyến mãi giá tốt và phản hồi tin nhắn, hỗ trợ mình trong quá trình trước và sau khi đặt hàng nhanh chóng, thân thiện và tận tình! Cảm ơn Tiki đã phản hồi tin nhắn, hỗ trợ giải quyết, xử lý đơn hàng nhanh, kịp thời và tận tâm! Cảm ơn đơn vị vận chuyển và bạn shipper đã giao hàng an toàn, cẩn thận đến cho dì mình ở Tây Ninh, dù ko phải huyện xa xôi, hẻo lánh nhưng cũng hơi xa ạ!",5,2022-01-01 00:00:01,2022-01-01 00:00:01
13219597,74556865,5241364,"sản phẩm phân phối chính hãng digiworld, đóng gói rất cẩn thận, hướng dẫn sỉ dụng có Tiếng Việt Đi kèm củ sạc 65w type C rất đa dụng Máy nhìn sang, đẹp. Về cấu hình thì không cao nhưng đủ dùng đối với sinh viên, văn phòng. Đã cài sẵn Win 10 SL bản quyền Khuyết điểm duy nhất là góc camera từ dưới lên hơi tù nhưng bù lại màn hình rất gọn ràng, viền mỏng và vấn đề bảo mật camera được đảm bảo",5,2022-01-01 00:00:01,2022-01-01 00:00:01
15348354,74556865,10187974,"cảm nhận ban đầu:  - giao hàng nhanh (sớm hơn 01 ngày), đóng gói cẩn thận. - đúng máy, hàng chuẩn zin, đầy đủ bộ phận, quà tặng - bàn phím mượt, độ di phím rộng, thoải mái, có camera ẩn khá hay, tích hợp bảo mật vân tay. Màn hình full viền, cảm giác rộng rãi. - sử dụng lâu dài chưa rõ, cần thêm thời gian * camera nằm ngay bàn fim nên khi dùng tay làm việc sẽ bị lộ.",5,2022-01-01 00:00:01,2022-01-01 00:00:01
14797048,74556865,5339779,"Máy rất đẹp, nhẹ, mỏng nhưng vẫn cứng cáp, êm khi hoạt động, vỏ kim loại nên mùa đông sờ mát lạnh, ban đầu chạy win 10, có thể nâng lên 11 qua windows update, wifi không được mạnh cho lắm (so với usb wifi tp-link), vân tay rất nhạy nên mở khoá nhanh, cục sạc to hơn sạc nhanh của điện thoại một chút, để lắp thêm ổ cứng thì phải mua cáp, logo mà là biểu tượng thay vì chữ huawei thì đẹp hơn",5,2022-01-01 00:00:01,2022-01-01 00:00:01
13687518,74556865,18156495,"nói chung là ổn , shop giao hàng cũng hơi lâu hơn bình thường 1 chút chắc do giá trị đơn hàng cao . Săn sale còn 12.490k quá oke luôn :'))) up lên win 11 trông sịn hẳn , ai hỏi gì về sản phẩm thì ib fb vuvanhuy174 mình review chi tiết chooo :')))",5,2022-01-01 00:00:01,2022-01-01 00:00:01
16383045,74556865,16839777,"Phải nói thật là tiki giao hàng siêu nhanh. Mình đặt chiều thứ 3 mà 8r sáng thứ 4 shipper đã gọi nhận hàng. Máy được đóng gói chắc chắn, dùng siêu thích. Chỉ có cái là thấy shop ghi là có quà tặng kèm balo với chuột, nhưng mà mình chỉ nhận được lap thôi. Chắc do hết số lượng quà",5,2022-01-01 00:00:01,2022-01-01 00:00:01
14991433,74556865,616163,"máy rất mượt. win bản quyền bạn có thể chọn 10 hoặc 11 lúc settting ban đầu. nghe nhạc loa to. camera ẩn dưới bàn phím rất thú vị. màn hình rất đẹp. mua đợt khuyến mãi total 12tr850 cả ship.  ko nghĩ với giá này có thể sở hữu 1 chiếc máy tuyệt vời như vậy cho con mình học😁 vấn đề còn lại là thời gian hi vọng bền!",5,2022-01-01 00:00:01,2022-01-01 00:00:01
14445797,74556865,964118,"Điểm cộng:  - Thiết kế đẹp, nhìn đẹp hơn hình quảng cáo. Chất liệu sang trọng, khung máy cứng cáp chỉ có ở máy đắt tiền - Pin dùng khá ổn trong tầm tiền. Sạc TypeC sạc nhanh đầu cắm nhỏ gọn - Cấu hình máy không quá mạnh nhưng đủ cho nhu cầu vừa phải. Không quá nóng trong quá trình sử dụng  Điểm trừ:  - Bàn phím cảm giác hơi khó thao tác so với máy 15.6 khác, hành trình phím không ngon - Camera máy góc hơi lạ. Nếu chỉ video call thì tạm ổn, nếu có thao tác đánh máy sẽ bị tay che mất",5,2022-01-01 00:00:01,2022-01-01 00:00:01
13356274,74556865,24721812,"Máy đẹp, giao hàng đúng lịch, tem của bên giao hàng đầy đủ, đóng gói cẩn thận. Mua được giảm giá nên rất ok, 12,7. Chip i3 10 hơi yếu, ai mua làm gì nặng thì k nên. Mua làm văn phòng thì xuất sắc",5,2022-01-01 00:00:01,2022-01-01 00:00:01
15735986,74556865,7094308,"Đã nhận máy, đóng gói cẩn thận, có nhận được quà tặng gồm balo và chuột của shop. Mình có trải nghiệm nhanh sản phẩm thì thấy hiệu năng đủ dùng, lướt web, văn phòng office, sử dụng photoshop cũng oke. Màn hình nét, đẹp. Mình cảm thấy oke trong tầm giá.",5,2022-01-01 00:00:01,2022-01-01 00:00:01
16437704,74556865,12085923,"Mẫu mã đẹp còn chất lượng sài lâu mới biết. Khi mua thấy có balo và chuột tặng kèm nhưng mình ko có, chắc hết khuyến mãi. Nhà cung cấp quảng cáo có chức năng share dữ liệu với điện thoại thông qua chức năng huwei share nhưng ko nói rõ chức năng này chỉ dùng dc vs điện thoại huwei và horror. Khi mua về hỏi lại nhà chnh cấp mới bik. K hài lòng lắm về điều này",3,2022-01-01 00:00:01,2022-01-01 00:00:01
13126151,74556865,5620409,"Lần đầu tiên biết huawie có 1 con máy ngon vậy luôn, 15 inch, mỏng, kim loại, đẹp, có vân tay, màn hình viền mỏng, không khác gì macbook. Máy sạc cổng type C quá thuận lợi cho các cổng kết nối. Vân tay cực nhạy",5,2022-01-01 00:00:01,2022-01-01 00:00:01
12692140,74556865,14729250,"Hồi trước mình hay mua hàng bên *** nhưng sau này bỏ hẳn bên đó vì cái kiểu đánh tráo khái niệm và không minh bạch. Sau đó mình xài Tiki được hơn 2 năm thấy làm ăn uy tín mà bây giờ cũng chẳng khác gì bên kia. Bán laptop nhưng không ghi rõ cấu hình máy, buộc mình phải lên lên các trang khác để xem cấu hình. Vào xem hình ảnh và cấu hình đánh giá của anh em cũ rồi mới quyết định mua nhưng mua về cấu hình không như mong đợi. Không phải ryzem 5 mà i3. Cảm giác như kiểu bị lừa dù mình đã xem xét kĩ thông tin máy. Tầm tiền này mua máy khác ngon hơn. Lần đầu tiên đánh giá 3 sao khi mua hàng tiki. Mong rằng tiki giát sát chặt các đối tác bán hàng hơn. Thất vọng.",3,2022-01-01 00:00:01,2022-01-01 00:00:01
13021072,74556865,14245122,"Máy mỏng nhẹ,trắng bạc rất đẹp,vỏ kim loại rất chắc chắn, camera ẩn rất tiện khi không cần sử dụng, dùng cho các bé học online thì vô tư.",5,2022-01-01 00:00:01,2022-01-01 00:00:01
10326787,74556865,22031720,"Rất hài lòng về đóng gói, chất lượng sản phẩm. Phần vận chuyển thì nên cân nhắc liên kết với đơn vị giao hàng. Khá bức xúc vì phải liên hệ với tổng đài nhiều lần. Thanks",5,2022-01-01 00:00:01,2022-01-01 00:00:01
12977276,74556865,1565526,"Máy đẹp, sử dụng thấy OK. Giao hàng quá lâu (gần 2 tháng mới hàng) cảm thấy hơi thất vọng",4,2022-01-01 00:00:01,2022-01-01 00:00:01
10426656,74556865,673495,"Giao hàng quá chậm, cấu hình bị cắt giảm mất 1 HDD 1Tb, chất lượng Build bình thường, màn hình hở sáng cạnh dưới cái này mình sẽ liên hệ BH.",3,2022-01-01 00:00:01,2022-01-01 00:00:01
14390097,74556865,8542167,"Máy dùng ổn. Giao hàng nhanh mỗi tội không có quà tặng đi kèm :))) số nhọ thì phải chịu thôi. Tạm thời chưa có gì cần chê cả. Cài đặt cũng nhanh.",5,2022-01-01 00:00:01,2022-01-01 00:00:01
14504103,74556865,13449357,"Mỏng, nhẹ, đẹp, mướt như Macbook. Nhược điểm là cái camera đặt chỗ bàn phím nên hơi bất tiện, và góc quay bị hạn chế. Nói chung hài lòng",5,2022-01-01 00:00:01,2022-01-01 00:00:01
14534948,74556865,460903,"Sản phẩm nhìn đẹp, bắt mắt. Màn hình sáng, loa to. Phù hợp giá tiền. Pin tạm được. Chờ sử dựng thêm 1 thời gian test thêm xem thế nào",5,2022-01-01 00:00:01,2022-01-01 00:00:01
16202696,74556865,1011208,"hành ổn trong tầm giá, build chắc chắn. mình không nhận được quà chuột và balo, chắc do hết hàng",5,2022-01-01 00:00:01,2022-01-01 00:00:01
13605623,74556865,18982116,"Đã nhận hàng đúng mẫu mã. Đáp ứng nhu cầu học online cho các cháu. Máy tính đầy đủ chức năng,chạy mượt, đẹp, giá phải chăng",5,2022-01-01 00:00:01,2022-01-01 00:00:01
10161792,74556865,1556579,"Máy dởm, gõ lỗi tùm mua 13tr mang cục tức. Seal thì bị xé ra trước khi giao. Hậu đãi cho kh thì ko có. Wifi bị lỗi kết nối hoài ko được",1,2022-01-01 00:00:01,2022-01-01 00:00:01
13415720,74556865,6451701,"Mua hồi còn giãn cách theo chỉ thị 16 mà ship khá nhanh. Máy đến nay dùng ok, chưa thấy có vấn đề gì",5,2022-01-01 00:00:01,2022-01-01 00:00:01
13928574,74556865,936555,"Máy mua hôm sale giá hạt rẻ nhìn cũng rất ưng. Hoạt động trơn tru mượt mà. Có cái là cần mua thêm ổ HDD nếu muốn mở rộng dung lượng thôi.",5,2022-01-01 00:00:01,2022-01-01 00:00:01
10186187,74556865,1327813,"Máy cực đỉnh. Ko thể nghĩ có ngày mình có thể mua đc máy mới 100%, có chất lượng gia công tốt như vầy với giá chưa tới 13tr",5,2022-01-01 00:00:01,2022-01-01 00:00:01
13193945,74556865,5606813,"Máy tốt, chạy mượt, giá ngon có sale, sang trọng bóng bẩy và gọn nhẹ, màn hình cực ưng 😍",5,2022-01-01 00:00:01,2022-01-01 00:00:01
10346689,74556865,7795371,"Giao hàng chậm trễ hơn 3 ngày. Không có điện thoại chia sẻ thông tin giao trễ. Đeekhi liên hệ mới có thông tin. Hết muốn mua Tiki. Mất uy tín quá!",1,2022-01-01 00:00:01,2022-01-01 00:00:01
13766425,74556865,11379899,"Tôi đã dùng Matebook D15 2020 Chip Ryzen5, tôi thấy máy chạy tốt nên vừa qua đã mua 2 máy D15 2021 Core i3. Máy tốt và giá tiền phù hợp.",5,2022-01-01 00:00:01,2022-01-01 00:00:01
